OID_,FID_ch3archydrowatersheds2021061_nad83zn8,HydroID,Name,WatershedArea,LakeAddCheck,FID_Norris1985_bedrock_geology_SZdig_SScont,FmAbbr,Fm,Epoch,Epoch2,Lithology1,Lithology2,Lithology3,Lithology4,Notes,Shape_Length,Shape_Area,polygonareakm2
1119,80,,siteSC-6B,,Y,50,Kq,NA,Cretaceous,Lower Cretaceous,Sandstone,Shale,NA,NA,marine,40182.262415475015587,10375155.316459773108363,10.375155316459773
1120,83,,siteSC-7B,,Y,50,Kq,NA,Cretaceous,Lower Cretaceous,Sandstone,Shale,NA,NA,marine,40182.262415475015587,10375155.316459773108363,10.375155316459773
1121,57,,SC-8B,,Y,52,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,31597.857707058359665,12666544.888474609702826,12.666544888474609
1122,59,,siteSC-9A,,Y,52,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,31597.857707058359665,12666544.888474609702826,12.666544888474609
1123,60,,siteSCoutlet170710,,Y,52,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,31597.857707058359665,12666544.888474609702826,12.666544888474609
1124,61,,siteSCoutlet170807,,Y,52,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,31597.857707058359665,12666544.888474609702826,12.666544888474609
1125,64,,siteSC-2B,,Y,52,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,31597.857707058359665,12666544.888474609702826,12.666544888474609
1126,68,,siteSC-3B,,Y,52,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,31597.857707058359665,12666544.888474609702826,12.666544888474609
1127,75,,siteSC-4B,,Y,52,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,31597.857707058359665,12666544.888474609702826,12.666544888474609
1128,79,,siteSC-5B,,Y,52,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,31597.857707058359665,12666544.888474609702826,12.666544888474609
1129,80,,siteSC-6B,,Y,52,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,31597.857707058359665,12666544.888474609702826,12.666544888474609
1130,83,,siteSC-7B,,Y,52,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,31597.857707058359665,12666544.888474609702826,12.666544888474609
1131,57,,SC-8B,,Y,58,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,837.439469185319126,13327.390067771590111,0.013327390067772
1132,59,,siteSC-9A,,Y,58,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,837.439469185319126,13327.390067771590111,0.013327390067772
1133,60,,siteSCoutlet170710,,Y,58,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,837.439469185319126,13327.390067771590111,0.013327390067772
1134,61,,siteSCoutlet170807,,Y,58,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,837.439469185319126,13327.390067771590111,0.013327390067772
1135,64,,siteSC-2B,,Y,58,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,837.439469185319126,13327.390067771590111,0.013327390067772
1136,68,,siteSC-3B,,Y,58,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,837.439469185319126,13327.390067771590111,0.013327390067772
1137,75,,siteSC-4B,,Y,58,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,837.439469185319126,13327.390067771590111,0.013327390067772
1138,79,,siteSC-5B,,Y,58,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,837.439469185319126,13327.390067771590111,0.013327390067772
1139,80,,siteSC-6B,,Y,58,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,837.439469185319126,13327.390067771590111,0.013327390067772
1140,83,,siteSC-7B,,Y,58,JKH,Husky,Jurassic and Cretaceous,Jurassic and Lower Cretaceous,Shale,Siltstone,NA,NA,brownish grey shale; marine,837.439469185319126,13327.390067771590111,0.013327390067772
1141,57,,SC-8B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,7039.286649464783295,744230.953412096831016,0.744230953412097
1142,59,,siteSC-9A,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,7039.286649464783295,744230.953412096831016,0.744230953412097
1143,60,,siteSCoutlet170710,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,7039.286649464783295,744230.953412096831016,0.744230953412097
1144,61,,siteSCoutlet170807,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,7039.286649464783295,744230.953412096831016,0.744230953412097
1145,64,,siteSC-2B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,7039.286649464783295,744230.953412096831016,0.744230953412097
1146,68,,siteSC-3B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,7039.286649464783295,744230.953412096831016,0.744230953412097
1147,75,,siteSC-4B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,7039.286649464783295,744230.953412096831016,0.744230953412097
1148,79,,siteSC-5B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,7039.286649464783295,744230.953412096831016,0.744230953412097
1149,80,,siteSC-6B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,7039.286649464783295,744230.953412096831016,0.744230953412097
1150,83,,siteSC-7B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,7039.286649464783295,744230.953412096831016,0.744230953412097
1151,57,,SC-8B,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11639.591588683908412,4036246.697525229770690,4.036246697525230
1152,59,,siteSC-9A,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11639.591588683908412,4036246.697525229770690,4.036246697525230
1153,60,,siteSCoutlet170710,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11639.591588683908412,4036246.697525229770690,4.036246697525230
1154,61,,siteSCoutlet170807,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11639.591588683908412,4036246.697525229770690,4.036246697525230
1155,64,,siteSC-2B,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11639.591588683908412,4036246.697525229770690,4.036246697525230
1156,68,,siteSC-3B,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11639.591588683908412,4036246.697525229770690,4.036246697525230
1157,75,,siteSC-4B,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11639.591588683908412,4036246.697525229770690,4.036246697525230
1158,79,,siteSC-5B,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11639.591588683908412,4036246.697525229770690,4.036246697525230
1159,80,,siteSC-6B,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11639.591588683908412,4036246.697525229770690,4.036246697525230
1160,83,,siteSC-7B,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11639.591588683908412,4036246.697525229770690,4.036246697525230
1161,57,,SC-8B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11712.464655020603459,3053098.621194611303508,3.053098621194611
1162,59,,siteSC-9A,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11712.464655020603459,3053098.621194611303508,3.053098621194611
1163,60,,siteSCoutlet170710,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11712.464655020603459,3053098.621194611303508,3.053098621194611
1164,61,,siteSCoutlet170807,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11712.464655020603459,3053098.621194611303508,3.053098621194611
1165,65,,site8,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11712.464655020603459,3053098.621194611303508,3.053098621194611
1166,68,,siteSC-3B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11712.464655020603459,3053098.621194611303508,3.053098621194611
1167,75,,siteSC-4B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11712.464655020603459,3053098.621194611303508,3.053098621194611
1168,79,,siteSC-5B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11712.464655020603459,3053098.621194611303508,3.053098621194611
1169,80,,siteSC-6B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11712.464655020603459,3053098.621194611303508,3.053098621194611
1170,83,,siteSC-7B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,11712.464655020603459,3053098.621194611303508,3.053098621194611
1171,57,,SC-8B,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14831.090973671203756,4758108.519132534042001,4.758108519132533
1172,59,,siteSC-9A,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14831.090973671203756,4758108.519132534042001,4.758108519132533
1173,60,,siteSCoutlet170710,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14831.090973671203756,4758108.519132534042001,4.758108519132533
1174,61,,siteSCoutlet170807,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14831.090973671203756,4758108.519132534042001,4.758108519132533
1175,65,,site8,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14831.090973671203756,4758108.519132534042001,4.758108519132533
1176,68,,siteSC-3B,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14831.090973671203756,4758108.519132534042001,4.758108519132533
1177,75,,siteSC-4B,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14831.090973671203756,4758108.519132534042001,4.758108519132533
1178,79,,siteSC-5B,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14831.090973671203756,4758108.519132534042001,4.758108519132533
1179,80,,siteSC-6B,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14831.090973671203756,4758108.519132534042001,4.758108519132533
1180,83,,siteSC-7B,,Y,92,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14831.090973671203756,4758108.519132534042001,4.758108519132533
1181,57,,SC-8B,,Y,93,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,11378.173031492709924,716594.846373381442390,0.716594846373381
1182,59,,siteSC-9A,,Y,93,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,11378.173031492709924,716594.846373381442390,0.716594846373381
1183,60,,siteSCoutlet170710,,Y,93,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,11378.173031492709924,716594.846373381442390,0.716594846373381
1184,61,,siteSCoutlet170807,,Y,93,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,11378.173031492709924,716594.846373381442390,0.716594846373381
1185,65,,site8,,Y,93,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,11378.173031492709924,716594.846373381442390,0.716594846373381
1186,68,,siteSC-3B,,Y,93,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,11378.173031492709924,716594.846373381442390,0.716594846373381
1187,75,,siteSC-4B,,Y,93,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,11378.173031492709924,716594.846373381442390,0.716594846373381
1188,79,,siteSC-5B,,Y,93,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,11378.173031492709924,716594.846373381442390,0.716594846373381
1189,80,,siteSC-6B,,Y,93,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,11378.173031492709924,716594.846373381442390,0.716594846373381
1190,83,,siteSC-7B,,Y,93,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,11378.173031492709924,716594.846373381442390,0.716594846373381
1191,57,,SC-8B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1790.310205851363662,125920.769901648425730,0.125920769901648
1192,59,,siteSC-9A,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1790.310205851363662,125920.769901648425730,0.125920769901648
1193,60,,siteSCoutlet170710,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1790.310205851363662,125920.769901648425730,0.125920769901648
1194,61,,siteSCoutlet170807,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1790.310205851363662,125920.769901648425730,0.125920769901648
1195,65,,site8,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1790.310205851363662,125920.769901648425730,0.125920769901648
1196,68,,siteSC-3B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1790.310205851363662,125920.769901648425730,0.125920769901648
1197,75,,siteSC-4B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1790.310205851363662,125920.769901648425730,0.125920769901648
1198,79,,siteSC-5B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1790.310205851363662,125920.769901648425730,0.125920769901648
1199,80,,siteSC-6B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1790.310205851363662,125920.769901648425730,0.125920769901648
1200,83,,siteSC-7B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,1790.310205851363662,125920.769901648425730,0.125920769901648
1201,57,,SC-8B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14889.507567219561679,6773035.364309288561344,6.773035364309289
1202,59,,siteSC-9A,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14889.507567219561679,6773035.364309288561344,6.773035364309289
1203,60,,siteSCoutlet170710,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14889.507567219561679,6773035.364309288561344,6.773035364309289
1204,61,,siteSCoutlet170807,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14889.507567219561679,6773035.364309288561344,6.773035364309289
1205,67,,site0,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14889.507567219561679,6773035.364309288561344,6.773035364309289
1206,68,,siteSC-3B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14889.507567219561679,6773035.364309288561344,6.773035364309289
1207,75,,siteSC-4B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14889.507567219561679,6773035.364309288561344,6.773035364309289
1208,79,,siteSC-5B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14889.507567219561679,6773035.364309288561344,6.773035364309289
1209,80,,siteSC-6B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14889.507567219561679,6773035.364309288561344,6.773035364309289
1210,83,,siteSC-7B,,Y,91,KRR,Rat River,Cretaceous,Lower Cretaceous,Sandstone,Siltstone,NA,NA,conglomeratic; marine,14889.507567219561679,6773035.364309288561344,6.773035364309289
1211,57,,SC-8B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,650.185734186705986,15955.579526437297318,0.015955579526437
1212,59,,siteSC-9A,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,650.185734186705986,15955.579526437297318,0.015955579526437
1213,60,,siteSCoutlet170710,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,650.185734186705986,15955.579526437297318,0.015955579526437
1214,61,,siteSCoutlet170807,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,650.185734186705986,15955.579526437297318,0.015955579526437
1215,67,,site0,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,650.185734186705986,15955.579526437297318,0.015955579526437
1216,68,,siteSC-3B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,650.185734186705986,15955.579526437297318,0.015955579526437
1217,75,,siteSC-4B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,650.185734186705986,15955.579526437297318,0.015955579526437
1218,79,,siteSC-5B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,650.185734186705986,15955.579526437297318,0.015955579526437
1219,80,,siteSC-6B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,650.185734186705986,15955.579526437297318,0.015955579526437
1220,83,,siteSC-7B,,Y,102,KMG,Mount Goodenough,Cretaceous,Lower Cretaceous,Shale,Siltstone,Sandstone,NA,marine,650.185734186705986,15955.579526437297318,0.015955579526437
1221,34,,SEDNTS800150706,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2910.722711878315749,176777.321643440343905,0.176777321643440
1222,35,,SEDNTS800150821,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2910.722711878315749,176777.321643440343905,0.176777321643440
1223,36,,SEDNTS1000150706,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2910.722711878315749,176777.321643440343905,0.176777321643440
1224,37,,SEDNTS1000150821,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2910.722711878315749,176777.321643440343905,0.176777321643440
1225,38,,HAUPTS2160617,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2910.722711878315749,176777.321643440343905,0.176777321643440
1226,39,,HAUPTS22160726,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2910.722711878315749,176777.321643440343905,0.176777321643440
1227,41,,HADNTS3160726,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2910.722711878315749,176777.321643440343905,0.176777321643440
1228,42,,S2UPTS4160617,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2910.722711878315749,176777.321643440343905,0.176777321643440
1229,44,,S2DNTS5160617,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2910.722711878315749,176777.321643440343905,0.176777321643440
1230,45,,S3UPTS6160730,,Y,116,KAR,Arctic Red,Cretaceous,Lower Cretaceous,Shale,Siltstone,NA,NA,concretionary silty shale; marine,2910.722711878315749,176777.321643440343905,0.176777321643440
